State,Datetime,AnomalyScore,AnomalyState,PID,Algorithm,DataDatetime,CPU(%),RAM(%),RDISK(Bytes),WDISK(Bytes),TOTALTIME(s)
Negativo,1714128035,0.12517316053934,1,65051,svm,1714128035,69.7,2.1,872035,419,1.6499999999996362
Negativo,1714128037,-0.070409894683551,0,65051,svm,1714128037,65.48,2.58,872600,983,3.649999999999636
Negativo,1714128039,-0.12110644907863,0,65051,svm,1714128039,46.02,2.58,873005,1388,5.649999999999636
Negativo,1714128041,0.07611173385979,0,65051,svm,1714128041,31.33,2.58,873287,1670,8.649999999999636
Negativo,1714128043,-0.016018507875308,0,65051,svm,1714128043,28.36,2.5,873637,2020,10.649999999999636
Negativo,1714128045,0.12393362434302,1,65051,svm,1714128045,35.89,2.84,873933,2313,12.649999999999636
Negativo,1714128047,0.12293919714281,1,65051,svm,1714128047,35.7,2.78,874527,2906,14.649999999999636
Negativo,1714128049,0.11704909994825,0,65051,svm,1714128049,33.81,2.76,875033,3413,16.649999999999636
Negativo,1714128051,0.11950219735661,0,65051,svm,1714128051,35.12,2.53,875575,3954,18.649999999999636
Negativo,1714128053,0.11900912425069,0,65051,svm,1714128053,34.67,2.54,876029,4408,20.649999999999636
Negativo,1714128055,0.11958126274853,0,65051,svm,1714128055,35.19,2.54,876485,4865,22.649999999999636
Negativo,1714128057,0.11847121487539,0,65051,svm,1714128057,34.52,2.53,876935,5314,24.649999999999636
Negativo,1714128060,0.10507391376075,0,65051,svm,1714128060,32.91,2.53,877235,5614,26.649999999999636
Negativo,1714128062,0.071553164776875,0,65051,svm,1714128062,31.1,2.5,877521,5900,28.649999999999636
Negativo,1714128064,0.022065270245376,0,65051,svm,1714128064,29.4,2.5,877779,6158,30.649999999999636
Negativo,1714128066,-0.0051663952643092,0,65051,svm,1714128066,28.67,2.52,878097,6476,32.649999999999636
Negativo,1714128068,-0.057273821225743,0,65051,svm,1714128068,27.42,2.52,878368,6747,34.649999999999636
Negativo,1714128070,-0.1130278370631,0,65051,svm,1714128070,26.25,2.52,878622,7001,36.649999999999636
Negativo,1714128072,-0.16988496709077,0,65051,svm,1714128072,25.15,2.51,878883,7262,38.649999999999636
Negativo,1714128074,-0.22435692109381,0,65051,svm,1714128074,24.18,2.51,879139,7518,40.649999999999636
