State,Datetime,AnomalyScore,AnomalyState,PID,Algorithm,DataDatetime,CPU(%),RAM(%),RDISK(Bytes),WDISK(Bytes),TOTALTIME(s)
Positivo,1714240564,-1.0054720843684,1,225145,svm,1714240564,345.18,3.6,893928,15739,143.45999999999913
Positivo,1714240566,-1.0054720843684,1,225145,svm,1714240566,344.91,5.49,894053,15864,145.45999999999913
Positivo,1714240568,-1.0054720843684,1,225145,svm,1714240568,345.0,2.45,894380,16192,147.45999999999913
Positivo,1714240570,-1.0054720843684,1,225145,svm,1714240570,345.0,4.31,894454,16265,149.45999999999913
Positivo,1714240572,-1.0054720843684,1,225145,svm,1714240572,345.24,5.52,894638,16449,151.45999999999913
Positivo,1714240574,-1.0054720843684,1,225145,svm,1714240574,345.45,3.46,894924,16735,153.45999999999913
Positivo,1714240576,-1.0054720843684,1,225145,svm,1714240576,345.67,4.67,895096,16907,155.45999999999913
Positivo,1714240578,-1.0054720843684,1,225145,svm,1714240578,345.95,4.98,895253,17064,157.45999999999913
Positivo,1714240580,-1.0054720843684,1,225145,svm,1714240580,346.33,3.75,895553,17364,159.45999999999913
Positivo,1714240582,-1.0054720843684,1,225145,svm,1714240582,346.54,4.92,895740,17552,161.45999999999913
Positivo,1714240584,-1.0054720843684,1,225145,svm,1714240584,346.94,3.74,896044,17855,163.45999999999913
Positivo,1714240586,-1.0054720843684,1,225145,svm,1714240586,345.37,4.48,896221,18032,166.45999999999913
Positivo,1714240588,-1.0054720843684,1,225145,svm,1714240588,345.71,5.08,896419,18230,168.45999999999913
Positivo,1714240590,-1.0054720843684,1,225145,svm,1714240590,345.98,3.68,896667,18478,170.45999999999913
Positivo,1714240592,-1.0054720843684,1,225145,svm,1714240592,346.27,4.38,897006,18817,172.45999999999913
Positivo,1714240533,-1.0054720843684,1,225150,svm,1714240533,1.1,1.56,881146,765,112.41999999999825
Positivo,1714240535,-1.0054720843684,1,225150,svm,1714240535,1.07,1.56,881146,765,115.41999999999825
Positivo,1714240537,-1.0054720843684,1,225150,svm,1714240537,1.06,1.56,881146,765,117.41999999999825
Positivo,1714240539,-1.0054720843684,1,225150,svm,1714240539,1.04,1.56,881146,765,119.41999999999825
Positivo,1714240541,-1.0054720843684,1,225150,svm,1714240541,1.02,1.56,881146,765,121.41999999999825
Positivo,1714240543,-1.0054720843684,1,225150,svm,1714240543,1.0,1.56,881146,765,123.41999999999825
Positivo,1714240545,-1.0054720843684,1,225150,svm,1714240545,0.99,1.56,881148,767,125.41999999999825
Positivo,1714240547,-1.0054720843684,1,225150,svm,1714240547,0.97,1.56,881151,770,127.41999999999825
Positivo,1714240549,-1.0054720843684,1,225150,svm,1714240549,0.96,1.56,881151,770,129.41999999999825
Positivo,1714240551,-1.0054720843684,1,225150,svm,1714240551,0.94,1.56,881151,770,131.41999999999825
Positivo,1714240553,-1.0054720843684,1,225150,svm,1714240553,0.93,1.56,881151,770,133.41999999999825
Positivo,1714240555,-1.0054720843684,1,225150,svm,1714240555,0.92,1.56,881151,770,135.41999999999825
Positivo,1714240557,-1.0054720843684,1,225150,svm,1714240557,0.9,1.56,881151,770,137.41999999999825
Positivo,1714240559,-1.0054720843684,1,225150,svm,1714240559,0.89,1.56,881151,770,139.41999999999825
Positivo,1714240562,-1.0054720843684,1,225150,svm,1714240562,0.88,1.56,881151,770,141.41999999999825
Positivo,1714240564,-1.0054720843684,1,225150,svm,1714240564,0.86,1.56,881151,770,143.41999999999825
Positivo,1714240566,-1.0054720843684,1,225150,svm,1714240566,0.85,1.56,881151,770,145.41999999999825
Positivo,1714240568,-1.0054720843684,1,225150,svm,1714240568,0.84,1.56,881151,770,147.41999999999825
Positivo,1714240570,-1.0054720843684,1,225150,svm,1714240570,0.83,1.56,881151,770,149.41999999999825
Positivo,1714240572,-1.0054720843684,1,225150,svm,1714240572,0.82,1.56,881151,770,151.41999999999825
Positivo,1714240574,-1.0054720843684,1,225150,svm,1714240574,0.81,1.56,881151,770,153.41999999999825
Positivo,1714240576,-1.0054720843684,1,225150,svm,1714240576,0.8,1.56,881151,770,155.41999999999825
Positivo,1714240578,-1.0054720843684,1,225150,svm,1714240578,0.79,1.56,881151,770,157.41999999999825
Positivo,1714240580,-1.0054720843684,1,225150,svm,1714240580,0.78,1.56,881151,770,159.41999999999825
Positivo,1714240582,-1.0054720843684,1,225150,svm,1714240582,0.77,1.56,881151,770,161.41999999999825
Positivo,1714240584,-1.0054720843684,1,225150,svm,1714240584,0.76,1.56,881151,770,163.41999999999825
Positivo,1714240586,-1.0054720843684,1,225150,svm,1714240586,0.75,1.56,881151,770,166.41999999999825
Positivo,1714240588,-1.0054720843684,1,225150,svm,1714240588,0.74,1.56,881151,770,168.41999999999825
Positivo,1714240590,-1.0054720843684,1,225150,svm,1714240590,0.73,1.56,881151,770,170.41999999999825
Positivo,1714240592,-1.0054720843684,1,225150,svm,1714240592,0.72,1.56,881151,770,172.41999999999825
Positivo,1714240594,-1.0054720843684,1,225145,svm,1714240594,346.61,3.93,897383,19194,174.45999999999913
Positivo,1714240596,-1.0054720843684,1,225145,svm,1714240596,346.96,5.14,897604,19415,176.45999999999913
Positivo,1714240598,-1.0054720843684,1,225145,svm,1714240598,347.28,3.74,897853,19664,178.45999999999913
Positivo,1714240600,-1.0054720843684,1,225145,svm,1714240600,347.49,4.32,898142,19953,180.45999999999913
Positivo,1714240602,-1.0054720843684,1,225145,svm,1714240602,347.9,4.59,898299,20110,182.45999999999913
Positivo,1714240604,-1.0054720843684,1,225145,svm,1714240604,348.28,4.24,898530,20341,184.45999999999913
Positivo,1714240606,-1.0054720843684,1,225145,svm,1714240606,348.56,4.23,898730,20541,186.45999999999913
Positivo,1714240608,-1.0054720843684,1,225145,svm,1714240608,348.89,4.69,898979,20791,188.45999999999913
Positivo,1714240611,-1.0054720843684,1,225145,svm,1714240611,349.18,4.74,899138,20949,190.45999999999913
Positivo,1714240613,-1.0054720843684,1,225145,svm,1714240613,349.51,3.54,899464,21275,192.45999999999913
Positivo,1714240615,-1.0054720843684,1,225145,svm,1714240615,349.68,4.49,899730,21541,194.45999999999913
Positivo,1714240617,-1.0054720843684,1,225145,svm,1714240617,349.96,5.02,899912,21723,196.45999999999913
Positivo,1714240619,-1.0054720843684,1,225145,svm,1714240619,350.24,3.87,900261,22072,198.45999999999913
Positivo,1714240621,-1.0054720843684,1,225145,svm,1714240621,350.35,3.59,900636,22447,200.45999999999913
Positivo,1714240623,-1.0054720843684,1,225145,svm,1714240623,350.44,5.33,900823,22634,202.45999999999913
Positivo,1714240625,-1.0054720843684,1,225145,svm,1714240625,350.76,3.74,901064,22875,204.45999999999913
Positivo,1714240627,-1.0054720843684,1,225145,svm,1714240627,350.91,4.4,901332,23143,206.45999999999913
Positivo,1714240629,-1.0054720843684,1,225145,svm,1714240629,351.22,4.96,901513,23324,208.45999999999913
Positivo,1714240631,-1.0054720843684,1,225145,svm,1714240631,351.51,4.65,901735,23546,210.45999999999913
Positivo,1714240633,-1.0054720843684,1,225145,svm,1714240633,350.14,4.0,901996,23807,213.45999999999913
Positivo,1714240635,-1.0054720843684,1,225145,svm,1714240635,350.39,4.59,902244,24055,215.45999999999913
Positivo,1714240637,-1.0054720843684,1,225145,svm,1714240637,350.69,4.75,902456,24267,217.45999999999913
Positivo,1714240639,-1.0054720843684,1,225145,svm,1714240639,350.82,4.14,902687,24498,219.45999999999913
Positivo,1714240641,-1.0054720843684,1,225145,svm,1714240641,351.14,4.24,902971,24783,221.45999999999913
Positivo,1714240643,-1.0054720843684,1,225145,svm,1714240643,351.33,5.16,903154,24965,223.45999999999913
