State,Datetime,AnomalyScore,AnomalyState,PID,Algorithm,DataDatetime,CPU(%),RAM(%),RDISK(Bytes),WDISK(Bytes),TOTALTIME(s)
Negativo,1714843908,0.67819205744446,0,10514,iforest,1714843908,6.56
Negativo,1714843910,0.67773353251555,0,10514,iforest,1714843910,6.55
Negativo,1714843912,0.67773353251555,0,10514,iforest,1714843912,6.54
Negativo,1714843914,0.67773353251555,0,10514,iforest,1714843914,6.54
Negativo,1714843916,0.67773353251555,0,10514,iforest,1714843916,6.53
Negativo,1714843919,0.67773353251555,0,10514,iforest,1714843919,6.52
Negativo,1714843921,0.6768174124728,0,10514,iforest,1714843921,6.5
Negativo,1714843923,0.67727531759486,0,10514,iforest,1714843923,6.49
Negativo,1714843925,0.67727531759486,0,10514,iforest,1714843925,6.48
Negativo,1714843927,0.6763598169399,0,10514,iforest,1714843927,6.47
Negativo,1714843929,0.67498888578377,0,10514,iforest,1714843929,6.46
Negativo,1714843908,0.67819205744446,0,10521,iforest,1714843908,0.12
Negativo,1714843910,0.67773353251555,0,10521,iforest,1714843910,0.12
Negativo,1714843912,0.67773353251555,0,10521,iforest,1714843912,0.12
Negativo,1714843914,0.67773353251555,0,10521,iforest,1714843914,0.12
Negativo,1714843916,0.67773353251555,0,10521,iforest,1714843916,0.12
Negativo,1714843919,0.67773353251555,0,10521,iforest,1714843919,0.12
Negativo,1714843921,0.6768174124728,0,10521,iforest,1714843921,0.12
Negativo,1714843923,0.67727531759486,0,10521,iforest,1714843923,0.12
Negativo,1714843925,0.67727531759486,0,10521,iforest,1714843925,0.12
Negativo,1714843927,0.6763598169399,0,10521,iforest,1714843927,0.12
Negativo,1714843929,0.67498888578377,0,10521,iforest,1714843929,0.11
Negativo,1714843908,0.67819205744446,0,10940,iforest,1714843931,0.28
Negativo,1714843910,0.67773353251555,0,10940,iforest,1714843933,0.58
Negativo,1714843912,0.67773353251555,0,10940,iforest,1714843935,0.62
Negativo,1714843914,0.67773353251555,0,10940,iforest,1714843937,0.73
Negativo,1714843916,0.67773353251555,0,10940,iforest,1714843939,0.78
Negativo,1714843919,0.67773353251555,0,10940,iforest,1714843941,0.78
Negativo,1714843921,0.6768174124728,0,10940,iforest,1714843943,0.79
Negativo,1714843923,0.67727531759486,0,10940,iforest,1714843945,0.79
Negativo,1714843925,0.67727531759486,0,10940,iforest,1714843947,0.79
Negativo,1714843927,0.6763598169399,0,10940,iforest,1714843949,0.78
Negativo,1714843929,0.67498888578377,0,10940,iforest,1714843951,0.78
Negativo,1714843908,0.67142231850871,0,10940,iforest,1714843953,0.77
Negativo,1714843910,0.67142231850871,0,10940,iforest,1714843955,0.77
Negativo,1714843912,0.67142231850871,0,10940,iforest,1714843957,0.76
Negativo,1714843914,0.67142231850871,0,10940,iforest,1714843959,0.76
Negativo,1714843916,0.67142231850871,0,10940,iforest,1714843961,0.76
Negativo,1714843919,0.67142231850871,0,10940,iforest,1714843963,0.75
Negativo,1714843921,0.67142231850871,0,10940,iforest,1714843965,0.77
Negativo,1714843908,0.67819205744446,0,12031,iforest,1714843967,0.86
Negativo,1714843908,0.67819205744446,0,12063,iforest,1714843967,0.1
Negativo,1714843910,0.67773353251555,0,10514,iforest,1714843910,6.55
Negativo,1714843912,0.67773353251555,0,10514,iforest,1714843912,6.54
Negativo,1714843914,0.67773353251555,0,10514,iforest,1714843914,6.54
Negativo,1714843916,0.67773353251555,0,10514,iforest,1714843916,6.53
Negativo,1714843919,0.67773353251555,0,10514,iforest,1714843919,6.52
Negativo,1714843921,0.6768174124728,0,10514,iforest,1714843921,6.5
Negativo,1714843923,0.67727531759486,0,10514,iforest,1714843923,6.49
Negativo,1714843925,0.67727531759486,0,10514,iforest,1714843925,6.48
Negativo,1714843927,0.6763598169399,0,10514,iforest,1714843927,6.47
Negativo,1714843929,0.67498888578377,0,10514,iforest,1714843929,6.46
Negativo,1714843910,0.67773353251555,0,10521,iforest,1714843910,0.12
Negativo,1714843912,0.67773353251555,0,10521,iforest,1714843912,0.12
Negativo,1714843914,0.67773353251555,0,10521,iforest,1714843914,0.12
Negativo,1714843916,0.67773353251555,0,10521,iforest,1714843916,0.12
Negativo,1714843919,0.67773353251555,0,10521,iforest,1714843919,0.12
Negativo,1714843921,0.6768174124728,0,10521,iforest,1714843921,0.12
Negativo,1714843923,0.67727531759486,0,10521,iforest,1714843923,0.12
Negativo,1714843925,0.67727531759486,0,10521,iforest,1714843925,0.12
Negativo,1714843927,0.6763598169399,0,10521,iforest,1714843927,0.12
Negativo,1714843929,0.67498888578377,0,10521,iforest,1714843929,0.11
Negativo,1714843910,0.67773353251555,0,10940,iforest,1714843931,0.28
Negativo,1714843912,0.67773353251555,0,10940,iforest,1714843933,0.58
Negativo,1714843914,0.67773353251555,0,10940,iforest,1714843935,0.62
Negativo,1714843916,0.67773353251555,0,10940,iforest,1714843937,0.73
Negativo,1714843919,0.67773353251555,0,10940,iforest,1714843939,0.78
Negativo,1714843921,0.6768174124728,0,10940,iforest,1714843941,0.78
Negativo,1714843923,0.67727531759486,0,10940,iforest,1714843943,0.79
Negativo,1714843925,0.67727531759486,0,10940,iforest,1714843945,0.79
Negativo,1714843927,0.6763598169399,0,10940,iforest,1714843947,0.79
Negativo,1714843929,0.67498888578377,0,10940,iforest,1714843949,0.78
Negativo,1714843910,0.67142231850871,0,10940,iforest,1714843951,0.78
Negativo,1714843912,0.67142231850871,0,10940,iforest,1714843953,0.77
Negativo,1714843914,0.67142231850871,0,10940,iforest,1714843955,0.77
Negativo,1714843916,0.67142231850871,0,10940,iforest,1714843957,0.76
Negativo,1714843919,0.67142231850871,0,10940,iforest,1714843959,0.76
Negativo,1714843921,0.67142231850871,0,10940,iforest,1714843961,0.76
Negativo,1714843923,0.67142231850871,0,10940,iforest,1714843963,0.75
Negativo,1714843925,0.67142231850871,0,10940,iforest,1714843965,0.77
Negativo,1714843910,0.67773353251555,0,12031,iforest,1714843967,0.86
Negativo,1714843912,0.67773353251555,0,12031,iforest,1714843969,2.16
Negativo,1714843910,0.67773353251555,0,12063,iforest,1714843967,0.1
Negativo,1714843912,0.67773353251555,0,12063,iforest,1714843969,0.1
Negativo,1714843969,0.50556615473014,0,12031,iforest,1714843969,2.16
Negativo,1714843971,0.49770654877089,0,12031,iforest,1714843971,2.37
Negativo,1714843973,0.50882493176627,0,12031,iforest,1714843973,2.4
