State,Datetime,AnomalyScore,AnomalyState,PID,Algorithm,DataDatetime,CPU(%),RAM(%),RDISK(Bytes),WDISK(Bytes),TOTALTIME(s)
Positivo,1714230402,-1.0054605547196,1,116758,svm,1714230402,10.79,1.08,874749,196,1.389999999999418
Positivo,1714230404,-0.10413233236244,1,116758,svm,1714230404,56.64,2.33,875189,632,3.389999999999418
Positivo,1714230406,-0.56358370060839,1,116758,svm,1714230406,55.66,2.62,875519,961,5.389999999999418
Positivo,1714230408,-0.55271899495969,1,116758,svm,1714230408,51.83,2.71,875971,1414,7.389999999999418
Positivo,1714230410,-0.55988993457088,1,116758,svm,1714230410,46.54,2.63,876457,1899,9.389999999999418
Negativo,1714230413,0.27892597022695,0,116758,svm,1714230413,41.97,2.63,876889,2331,11.389999999999418
Negativo,1714230415,0.57286449532161,0,116758,svm,1714230415,38.31,2.61,877315,2757,13.389999999999418
Negativo,1714230417,0.61688562223175,0,116758,svm,1714230417,38.92,2.54,877768,3210,15.389999999999418
Negativo,1714230419,1.095927433385,0,116758,svm,1714230419,37.21,2.55,878170,3613,17.389999999999418
Negativo,1714230421,0.92430972434141,0,116758,svm,1714230421,35.84,2.55,878586,4028,19.389999999999418
Positivo,1714230423,-0.14623797896101,1,116758,svm,1714230423,33.32,2.57,878947,4389,22.389999999999418
Positivo,1714230425,-0.34209881677492,1,116758,svm,1714230425,34.24,2.69,879401,4844,24.389999999999418
Positivo,1714230427,-0.38524403246096,1,116758,svm,1714230427,33.69,2.67,879889,5331,26.389999999999418
Positivo,1714230429,-0.40786637850889,1,116758,svm,1714230429,33.18,2.7,880443,5885,28.389999999999418
Positivo,1714230431,-0.025462574269714,1,116758,svm,1714230431,32.21,2.7,880774,6216,30.389999999999418
Negativo,1714230433,0.3317712462848,0,116758,svm,1714230433,30.72,2.7,881052,6494,32.38999999999942
Positivo,1714230435,-0.23678840941467,1,116758,svm,1714230435,29.4,2.71,881350,6792,34.38999999999942
Positivo,1714230437,-0.56889991148317,1,116758,svm,1714230437,28.3,2.71,881688,7130,36.38999999999942
Positivo,1714230439,-0.47225160833657,1,116758,svm,1714230439,27.14,2.71,881952,7394,38.38999999999942
Positivo,1714230442,-0.16853734375741,1,116758,svm,1714230442,26.05,2.7,882216,7658,40.38999999999942
Negativo,1714230444,0.19087314670424,0,116758,svm,1714230444,25.03,2.7,882470,7912,42.38999999999942
Negativo,1714230446,1.0368591011965,0,116758,svm,1714230446,24.28,2.7,882774,8216,44.38999999999942
Negativo,1714230448,3.5679104316613,0,116758,svm,1714230448,23.52,2.7,883084,8526,46.38999999999942
Negativo,1714230450,9.2332927421814,0,116758,svm,1714230450,22.79,2.7,883341,8783,48.38999999999942
Negativo,1714230452,18.606182212328,0,116758,svm,1714230452,22.11,2.7,883606,9048,50.38999999999942
Negativo,1714230454,31.692487887409,0,116758,svm,1714230454,21.44,2.7,883860,9302,52.38999999999942
Negativo,1714230456,42.266790316904,0,116758,svm,1714230456,20.98,2.7,884184,9626,54.38999999999942
Negativo,1714230458,55.142583184149,0,116758,svm,1714230458,20.46,2.7,884467,9909,56.38999999999942
Positivo,1714230402,-1.0054605547196,1,116890,svm,1714230404,50.27,2.02,876866,154,1.8299999999999272
Positivo,1714230404,-0.10413233236244,1,116890,svm,1714230406,67.62,2.93,921600,270,3.8299999999999272
Positivo,1714230406,-0.56358370060839,1,116890,svm,1714230408,57.12,3.11,922391,1060,5.829999999999927
Positivo,1714230408,-0.55271899495969,1,116890,svm,1714230410,52.23,3.12,923255,1924,7.829999999999927
Positivo,1714230410,-0.55988993457088,1,116890,svm,1714230413,50.86,2.64,924115,2784,9.829999999999927
Negativo,1714230413,0.27892597022695,0,116890,svm,1714230415,49.03,2.64,924947,3617,11.829999999999927
Negativo,1714230415,0.57286449532161,0,116890,svm,1714230417,46.06,2.52,925877,4546,13.829999999999927
Negativo,1714230417,0.61688562223175,0,116890,svm,1714230419,41.76,2.53,926700,5369,15.829999999999927
Negativo,1714230419,1.095927433385,0,116890,svm,1714230421,38.47,2.53,927542,6211,17.829999999999927
Negativo,1714230421,0.92430972434141,0,116890,svm,1714230423,33.65,2.51,928068,6737,20.829999999999927
Positivo,1714230423,-0.14623797896101,1,116890,svm,1714230425,31.67,2.56,928603,7272,22.829999999999927
Positivo,1714230425,-0.34209881677492,1,116890,svm,1714230427,29.88,2.6,929415,8084,24.829999999999927
