State,Datetime,AnomalyScore,AnomalyState,PID,Algorithm,DataDatetime,CPU(%),RAM(%),RDISK(Bytes),WDISK(Bytes),TOTALTIME(s)
Negativo,1714739886,0.65085524292655,0,131198,iforest,1714739886,13.69,1.5
Positivo,1714739888,0.7573190550179,1,131198,iforest,1714739888,30.38,1.87
Negativo,1714739890,0.68425831400906,0,131198,iforest,1714739890,78.86,3.97
Positivo,1714739892,0.74866159210636,1,131198,iforest,1714739892,111.69,6.06
Negativo,1714739894,0.67689370848824,0,131198,iforest,1714739894,133.83,3.53
Negativo,1714739896,0.68797061010281,0,131198,iforest,1714739896,162.53,4.11
Negativo,1714739898,0.68797061010281,0,131198,iforest,1714739898,186.39,4.08
Positivo,1714739900,0.71019069330623,1,131198,iforest,1714739900,206.69,4.65
Positivo,1714739902,0.71163312083171,1,131198,iforest,1714739902,223.99,4.73
Positivo,1714739904,0.72132446060813,1,131198,iforest,1714739904,237.98,5.06
Negativo,1714739906,0.67233113591176,0,131198,iforest,1714739906,249.65,3.47
Positivo,1714739909,0.71937569126006,1,131198,iforest,1714739909,258.34,5.03
Negativo,1714739911,0.67597872366986,0,131198,iforest,1714739911,266.89,3.75
Negativo,1714739913,0.68010591951866,0,131198,iforest,1714739913,273.28,3.37
Positivo,1714739915,0.70397388293401,1,131198,iforest,1714739915,279.06,4.52
Positivo,1714739917,0.70302229273995,1,131198,iforest,1714739917,285.36,4.39
Positivo,1714739919,0.71694713167447,1,131198,iforest,1714739919,290.72,4.88
Positivo,1714739921,0.70302229273995,1,131198,iforest,1714739921,295.64,4.47
Positivo,1714739923,0.70923069959617,1,131198,iforest,1714739923,300.27,4.59
Positivo,1714739925,0.70971053413365,1,131198,iforest,1714739925,304.06,4.7
Negativo,1714739927,0.68657614473058,0,131198,iforest,1714739927,307.73,4.05
Negativo,1714739929,0.68611195132918,0,131198,iforest,1714739929,311.17,4.01
Positivo,1714739931,0.71163312083171,1,131198,iforest,1714739931,313.97,4.72
Positivo,1714739933,0.70302229273995,1,131198,iforest,1714739933,316.85,4.44
Negativo,1714739935,0.69828360157871,0,131198,iforest,1714739935,313.58,4.28
Positivo,1714739937,0.71019069330623,1,131198,iforest,1714739937,316.01,4.65
Negativo,1714739886,0.65085524292655,0,131210,iforest,1714739888,20.13,1.79
Positivo,1714739888,0.7573190550179,1,131210,iforest,1714739890,18.73,1.97
Negativo,1714739890,0.68425831400906,0,131210,iforest,1714739892,14.99,1.97
Positivo,1714739892,0.74866159210636,1,131210,iforest,1714739894,13.49,2.01
Negativo,1714739894,0.67689370848824,0,131210,iforest,1714739896,12.21,1.87
Negativo,1714739896,0.68797061010281,0,131210,iforest,1714739898,10.68,1.87
Negativo,1714739898,0.68797061010281,0,131210,iforest,1714739900,9.61,1.75
Positivo,1714739900,0.71019069330623,1,131210,iforest,1714739902,8.7,1.74
Positivo,1714739902,0.71163312083171,1,131210,iforest,1714739904,7.91,1.74
Positivo,1714739904,0.72132446060813,1,131210,iforest,1714739906,7.25,1.74
Negativo,1714739906,0.67233113591176,0,131210,iforest,1714739909,6.69,1.72
Positivo,1714739909,0.71937569126006,1,131210,iforest,1714739911,6.21,1.72
Negativo,1714739911,0.67597872366986,0,131210,iforest,1714739913,5.8,1.72
Negativo,1714739913,0.68010591951866,0,131210,iforest,1714739915,5.44,1.72
Positivo,1714739915,0.70397388293401,1,131210,iforest,1714739917,5.12,1.72
Positivo,1714739917,0.70302229273995,1,131210,iforest,1714739919,4.83,1.72
Positivo,1714739919,0.71694713167447,1,131210,iforest,1714739921,4.58,1.72
Positivo,1714739921,0.70302229273995,1,131210,iforest,1714739923,4.35,1.72
Positivo,1714739923,0.70923069959617,1,131210,iforest,1714739925,4.17,1.72
Positivo,1714739925,0.70971053413365,1,131210,iforest,1714739927,3.98,1.72
Negativo,1714739927,0.68657614473058,0,131210,iforest,1714739929,3.8,1.72
Negativo,1714739929,0.68611195132918,0,131210,iforest,1714739931,3.65,1.72
Positivo,1714739931,0.71163312083171,1,131210,iforest,1714739933,3.5,1.72
Positivo,1714739933,0.70302229273995,1,131210,iforest,1714739935,3.3,1.72
Negativo,1714739935,0.69828360157871,0,131210,iforest,1714739937,3.18,1.72
Negativo,1714739886,0.65085524292655,0,131198,iforest,1714739886,13.69,1.5
Positivo,1714739888,0.7573190550179,1,131198,iforest,1714739888,30.38,1.87
Negativo,1714739890,0.68425831400906,0,131198,iforest,1714739890,78.86,3.97
Positivo,1714739892,0.74866159210636,1,131198,iforest,1714739892,111.69,6.06
Negativo,1714739894,0.67689370848824,0,131198,iforest,1714739894,133.83,3.53
Negativo,1714739896,0.68797061010281,0,131198,iforest,1714739896,162.53,4.11
Negativo,1714739898,0.68797061010281,0,131198,iforest,1714739898,186.39,4.08
Positivo,1714739900,0.71019069330623,1,131198,iforest,1714739900,206.69,4.65
Positivo,1714739902,0.71163312083171,1,131198,iforest,1714739902,223.99,4.73
Positivo,1714739904,0.72132446060813,1,131198,iforest,1714739904,237.98,5.06
Negativo,1714739906,0.67233113591176,0,131198,iforest,1714739906,249.65,3.47
Positivo,1714739909,0.71937569126006,1,131198,iforest,1714739909,258.34,5.03
Negativo,1714739911,0.67597872366986,0,131198,iforest,1714739911,266.89,3.75
Negativo,1714739913,0.68010591951866,0,131198,iforest,1714739913,273.28,3.37
Positivo,1714739915,0.70397388293401,1,131198,iforest,1714739915,279.06,4.52
Positivo,1714739917,0.70302229273995,1,131198,iforest,1714739917,285.36,4.39
Positivo,1714739919,0.71694713167447,1,131198,iforest,1714739919,290.72,4.88
Positivo,1714739921,0.70302229273995,1,131198,iforest,1714739921,295.64,4.47
Positivo,1714739923,0.70923069959617,1,131198,iforest,1714739923,300.27,4.59
Positivo,1714739925,0.70971053413365,1,131198,iforest,1714739925,304.06,4.7
Negativo,1714739927,0.68657614473058,0,131198,iforest,1714739927,307.73,4.05
Negativo,1714739929,0.68611195132918,0,131198,iforest,1714739929,311.17,4.01
Positivo,1714739931,0.71163312083171,1,131198,iforest,1714739931,313.97,4.72
Positivo,1714739933,0.70302229273995,1,131198,iforest,1714739933,316.85,4.44
Negativo,1714739935,0.69828360157871,0,131198,iforest,1714739935,313.58,4.28
Positivo,1714739937,0.71019069330623,1,131198,iforest,1714739937,316.01,4.65
Negativo,1714739886,0.65085524292655,0,131210,iforest,1714739888,20.13,1.79
Positivo,1714739888,0.7573190550179,1,131210,iforest,1714739890,18.73,1.97
Negativo,1714739890,0.68425831400906,0,131210,iforest,1714739892,14.99,1.97
Positivo,1714739892,0.74866159210636,1,131210,iforest,1714739894,13.49,2.01
Negativo,1714739894,0.67689370848824,0,131210,iforest,1714739896,12.21,1.87
Negativo,1714739896,0.68797061010281,0,131210,iforest,1714739898,10.68,1.87
Negativo,1714739898,0.68797061010281,0,131210,iforest,1714739900,9.61,1.75
Positivo,1714739900,0.71019069330623,1,131210,iforest,1714739902,8.7,1.74
Positivo,1714739902,0.71163312083171,1,131210,iforest,1714739904,7.91,1.74
Positivo,1714739904,0.72132446060813,1,131210,iforest,1714739906,7.25,1.74
Negativo,1714739906,0.67233113591176,0,131210,iforest,1714739909,6.69,1.72
Positivo,1714739909,0.71937569126006,1,131210,iforest,1714739911,6.21,1.72
Negativo,1714739911,0.67597872366986,0,131210,iforest,1714739913,5.8,1.72
Negativo,1714739913,0.68010591951866,0,131210,iforest,1714739915,5.44,1.72
Positivo,1714739915,0.70397388293401,1,131210,iforest,1714739917,5.12,1.72
Positivo,1714739917,0.70302229273995,1,131210,iforest,1714739919,4.83,1.72
Positivo,1714739919,0.71694713167447,1,131210,iforest,1714739921,4.58,1.72
Positivo,1714739921,0.70302229273995,1,131210,iforest,1714739923,4.35,1.72
Positivo,1714739923,0.70923069959617,1,131210,iforest,1714739925,4.17,1.72
Positivo,1714739925,0.70971053413365,1,131210,iforest,1714739927,3.98,1.72
Negativo,1714739927,0.68657614473058,0,131210,iforest,1714739929,3.8,1.72
Negativo,1714739929,0.68611195132918,0,131210,iforest,1714739931,3.65,1.72
Positivo,1714739931,0.71163312083171,1,131210,iforest,1714739933,3.5,1.72
Positivo,1714739933,0.70302229273995,1,131210,iforest,1714739935,3.3,1.72
Negativo,1714739935,0.69828360157871,0,131210,iforest,1714739937,3.18,1.72
Positivo,1714739937,0.71019069330623,1,131198,iforest,1714739937,316.01,4.65
Negativo,1714739939,0.67324118346317,0,131198,iforest,1714739939,318.3,3.59
Negativo,1714739941,0.67689370848824,0,131198,iforest,1714739941,319.68,3.53
Positivo,1714739943,0.70254698011536,1,131198,iforest,1714739943,321.18,4.48
Negativo,1714739945,0.68379568769054,0,131198,iforest,1714739945,322.81,3.96
Positivo,1714739947,0.71937569126006,1,131198,iforest,1714739947,324.15,5.0
Positivo,1714739949,0.71404367993805,1,131198,iforest,1714739949,325.99,4.83
Negativo,1714739951,0.69970184529409,0,131198,iforest,1714739951,327.34,4.26
Positivo,1714739953,0.70971053413365,1,131198,iforest,1714739953,328.99,4.63
Positivo,1714739955,0.70683638875856,1,131198,iforest,1714739955,330.39,4.53
Negativo,1714739957,0.69686823253809,0,131198,iforest,1714739957,331.8,4.29
Positivo,1714739959,0.701597318724,1,131198,iforest,1714739959,333.03,4.51
Positivo,1714739962,0.70683638875856,1,131198,iforest,1714739962,334.44,4.53
Positivo,1714739964,0.701597318724,1,131198,iforest,1714739964,335.8,4.51
Negativo,1714739966,0.68890182678419,0,131198,iforest,1714739966,336.95,4.15
Negativo,1714739968,0.67552169517356,0,131198,iforest,1714739968,338.09,3.62
Positivo,1714739970,0.701597318724,1,131198,iforest,1714739970,338.91,4.5
Positivo,1714739972,0.71211458074255,1,131198,iforest,1714739972,340.04,4.77
Positivo,1714739974,0.71163312083171,1,131198,iforest,1714739974,341.1,4.73
Positivo,1714739976,0.7179175701189,1,131198,iforest,1714739976,341.96,4.93
Positivo,1714739978,0.71404367993805,1,131198,iforest,1714739978,342.95,4.83
Negativo,1714739980,0.68657614473058,0,131198,iforest,1714739980,343.89,4.05
Positivo,1714739982,0.70254698011536,1,131198,iforest,1714739982,344.61,4.48
Positivo,1714739984,0.71404367993805,1,131198,iforest,1714739984,345.42,4.8
Negativo,1714739986,0.67369666906478,0,131198,iforest,1714739986,342.78,3.81
Negativo,1714739988,0.69781149277818,0,131198,iforest,1714739988,343.58,4.31
